,path,transcript,duration
21,881897068939921.mp3,dạ alo vâng em chào anh em gọi ra từ bộ phận chăm sóc khách hàng của công ty mobifone em tên hoa do hôm qua chủ số có liên hệ để hỏi thông tin hiện tại theo sim số của mình anh hãy dành riêng khoả...,49.32
22,881897068939922.mp3,dạ mobifone xin nghe em tên huyền em xin phép được hỗ trợ cho anh chị em hi em anh tên hậu á em dạ em chào anh hậu anh cần hỗ trợ vấn đề gì em kiểm tra giùm anh cái gói bốn g ba ngày bao nhiêu hết...,24.84
23,881897068939923.mp3,dạ mobifone xin nghe em là an em có thể giúp gì được cho anh chị chị ơi mà cái gói cước của em mà hình như mồng bốn này nó hết hạn rồi ừ gia hạn lại cái gói chín chín ngàn nha chị dạ để tiện xưng ...,160.92
24,881897068939924.mp3,dạ mobifone xin nghe em tên minh có thể hỗ trợ gì được cho anh chị ạ anh ơi cho em hỏi sao tự nhiên chứ sao tổng đài nó mới gọi cho em về cái sim này bị khóa sim là sao trời em rất xin lỗi chị về ...,93.24
25,881897068939925.mp3,dạ mobifone xin nghe em tên vân anh em giúp gì cho anh chị à chị ơi chị kiểm tra giúp em cái số điện thoại sao gói cước em đã tự dưng bị ngắt ý chào chị chị kiểm tra xem số đang gọi cho em hay sao...,55.5
26,881897068939926.mp3,dạ mobifone xin nghe em tên phong có thể giúp gì cho anh chị ạ dạ anh ơi cái mạng bốn g của em sao nó yếu đi nhỉ dạ em xin lỗi vấn đề của anh số của anh là số đang gọi luôn đúng không ạ à dạ đúng ...,71.46
27,881897068939927.mp3,dạ mobifone xin nghe em tên vy em có thể hỗ trợ được gì cho anh chị à em ơi cho chị hỏi là chị có thấy cái số lạ cứ điện nó làm phiền dưới dạng mà lừa mà lừa đảo á thì chị thấy cuộc gọi nhỡ thì ch...,100.38
28,881897068939928.mp3,dạ alo nghe nè dạ em chào anh em gọi đến từ bộ phận chăm sóc khách hàng mobifone á dạ hiện tại anh đang là hội viên hội đồng của chương trình kết nối dài lâu ạ nhưng có khả năng sẽ không đủ điểm đ...,31.38
29,881897068939929.mp3,dạ mobifone xin nghe em tên phương em có giúp gì được cho chị em ơi cho chị hỏi thăm hôm qua chị mới nạp tiền một trăm ngàn xong hết trơn rồi em cho chị hỏi thăm coi chị hủy cái gì chị hủy được kh...,73.38
30,881897068939930.mp3,dạ mobifone xin nghe em tên là thảo em có thể giúp gì cho anh chị ạ à em chị chị lệ nè em bữa giờ có nhắn tin đăng ký giùm gói một ngàn em chờ sóng lâu dữ vậy em do chị có công việc á chị lệ vui l...,40.62
31,881897068939931.mp3,dạ mobifone xin nghe em tên lan em có thể hỗ trợ gì cho anh chị à chị ơi cho em hỏi cách nạp cái ba g mà em quên cách đăng ký giờ cú pháp như nào ạ tức là chị muốn đăng ký gói cước lên mạng hay sa...,49.32
32,881897068939932.mp3,dạ mobifone xin nghe em tên thủy có thể giúp gì cho anh chị em ơi kiểm tra giúp chị cái cái cái sim không chín ba ba dạ bảy tám bảy năm sáu bốn em coi dùm chị cái gói cước của chị là gói gì vậy em...,98.52
33,881897068939933.mp3,dạ mobifone xin nghe em tên hiện xin phép được hỗ trợ chị ạ ờ anh ơi anh đăng ký cho em cái ba g á anh số ngày số tháng chị hả gói chín mươi ngàn chị có thể thì sài c chín n đúng không chị đúng rồ...,21.18
34,881897068939934.mp3,a lô a lô em chào anh nhu em gọi đến từ tổng đài chăm sóc khách hàng chăm sóc khách hàng của mobifone em tên là nguyên anh ơi lúc nãy em cung cấp thiếu thông tin á không biết là anh có đăng ký thô...,48.9
35,881897068939935.mp3,dạ em cám ơn chị đã giữ máy ạ cái này trường hợp này của chị cho em hỏi là trước đó mình có liên hệ cửa hàng để nhờ hỗ trợ được không chị trước khi khi mà mình không có nhận được cái hóa đơn tử mà...,152.82
36,881897068939936.mp3,dạ mobifone xin nghe em là vân có thể giúp gì cho anh chị ạ chị ơi hồi nãy em có gọi mình để nhờ mình đăng ký cái gói một trăm hai mươi nó nội mạng ngoại mạng rồi lên mạng nữa á chị sao nãy giờ ch...,50.04
37,881897068939937.mp3,dạ mobifone xin nghe em tên thanh hương có thể giúp gì cho anh chị ạ alo khách hàng gọi lên tổng đài không có nhu cầu cần hỗ trợ thực sự tổng đài viên xin gác máy trước khi có,15.6
38,881897068939938.mp3,dạ mobifone xin nghe em tên hòa em có thể hỗ trợ gì cho anh chị ạ nhưng mà chị dạ vâng em chào anh ạ anh có thể cho em xin tên của anh để em dễ xưng hô với anh hơn tên thương dạ anh thương đúng kh...,90.9
39,881897068939939.mp3,dạ em cám ơn chị đã chờ máy ạ dạ chị diễn cái gói này khi mà chị đổi á chị thì đổi thành cước ở đây tức là chị sẽ vào tài khoản khuyến mãi kết nối về lâu của mình dùng để gọi thoại và nhắn tin nội...,183.3
40,881897068939940.mp3,,348.075
41,881897068939941.mp3,dạ tổng đài mobifone xin nghe em tên thi có thể hỗ trợ vấn đề gì cho anh chị chị cho em hỏi em muốn đăng ký cái gói gọi nội mạng miễn phí n chín mươi á số chị đang gọi tổng đài đúng không chị à số...,232.38
42,881897068939942.mp3,dạ mobifone xin nghe em là bích có thể giúp gì cho anh chị ạ dạ chị ơi cái sim em bị lỗi á bây giờ em muốn địa chỉ của bên mobile á để em ra kiểm tra sim cho em xin địa chỉ quận mười với vui lòng ...,49.26
43,881897068939943.mp3,dạ mobifone xin nghe em tên duyên có thể hỗ trợ gì cho anh chị chị ơi em tên sang chị cho em hỏi số điểm tích lũy của em được nhiều rồi chị số đang gọi lên tổng đài hay số nào chị số này nè chị để...,117.12
44,881897068939944.mp3,dạ em chào quý khách em gọi ra từ tổng đài nhà mobifone em tên vân anh em gọi ra là kiểm tra thông tin cũng như cung cấp một số thông tin ưu đãi trước khi xin thay mặt mobifone gửi lời cảm ơn quý ...,79.8
45,881897068939945.mp3,em xin cảm ơn anh nhật đã chờ máy ạ dạ a lô anh nghe em rõ dạ rất xin lỗi thì để em chờ máy lâu dạ thưa anh theo em thấy là hai trăm nghìn hôm qua anh có nạp tiền vào ý thì mình có thực hiện hai c...,160.8
46,881897068939946.mp3,dạ mobifone xin nghe dạ em tên là huệ xin phép được hỗ trợ cho anh chị ạ dạ chị cho em chỉ cái hướng dẫn mà hủy đăng kí nhạc chờ chị hủy nhạc chờ hả chị dạ dạ rồi để hủy ờ trước khi chị vui lòng c...,37.98
47,881897068939947.mp3,dạ mobifone xin nghe em tên trang em có thể hỗ trợ vấn đề gì cho anh chị ạ a lô xin chào mình có làm thủ tục là chuyển nhánh số không tại sao bên bạn thông báo là cứ không chuyển được lý do gì thế...,97.5
48,881897068939948.mp3,dạ mobifone xin nghe em tên lý giúp cho chị ạ chị ơi cho cho hỏi điện cái số điện mới làm xong thì là mới nãy xong hết tiền rồi chị dạ số điện thoại anh đang gọi luôn đúng không anh ừ đùng cho em ...,73.44
49,881897068939949.mp3,dạ em cảm ơn chị trang đã giữ máy ạ dạ dạ cái này là cá cái mã số cái mã hàng của chị á là nó có số không hay là nó bắt đầu bằng ký tự chữ cái hả chị nó bắt đầu bằng ký tự chữ cái n dạ chị có gì c...,109.8
50,881897068939950.mp3,dạ mobifone nghe em tên giang xin phép được hỗ trợ cho anh giang mà này anh hỏi hỏi anh cái này cái em dạ phạm như cái điện thoại điện thoại của anh á là họ gửi đến đúng không dạ gửi đến là nó khô...,71.34
51,881897068939951.mp3,dạ mobifone xin nghe em tên trang có thể hỗ trợ gì cho anh chị ạ ừ em ơi sim này á nó gửi nhận á bị khóa hai chiều rồi á em em thử gọi cho nhân viên bên tổng đài rồi á mở vô loại mới dùm anh đi ch...,77.76
52,881897068939952.mp3,dạ mobifone xin nghe em tên liên có thể giúp gì cho anh chị ạ ừ em ơi cho chị hỏi là chị muốn chuyển đổi cái cái cái thuê bao này qua trả trước á gửi thủ tục như nào hả anh dạ cho cho em hỏi chị t...,130.08
53,881897068939953.mp3,dạ mobifone xin nghe em tên trang xin phép được hỗ trợ anh chị ạ nghe rồi dạ alo tổng đài xin nghe dạ tổng đài xin nghe,10.26
54,881897068939954.mp3,dạ mobifone xin nghe em là hương em có thể giúp gì cho anh chị em cho chị hỏi là cái số mobifone của chị á cái số chị đang gọi em á tại sao mà ba g chị không có vậy chị tên gì em tiện xưng hô với ...,47.58
55,881897068939955.mp3,mobifone xin nghe em em là lộc em giúp được gì cho chị ạ em ơi cái số không chin không ba ba bốn tám bốn bốn chín này nối đến ba g của anh nó có vấn đề gì ý xin lỗi anh về sự bất tiện nhờ anh cho ...,97.32
56,881897068939956.mp3,em cảm ơn anh đã đợi máy trên này của anh nếu ứng tiền thì có thể ứng được tài khoản phụ ứng được mười ngàn mười năm ngàn hai mươi ngàn cộng tài khoản phụ khuyến mãi ba trăm phí mười phần trăm ạ ờ...,36.24
57,881897068939957.mp3,dạ mobifone xin nghe em tên là nhật em có thể giúp thông tin gì cho anh chị ạ à bạn ơi mình muốn đăng ký cái gói sns mà ba mươi k dạ cho số điện thoại không chín không bốn dạ ba bảy hai chín chín ...,191.64
58,881897068939958.mp3,dạ mobifone xin nghe ạ em tên hương em có thể hỗ trợ gì cho anh chị ạ dạ tổng đài em xin nghe ạ alo ạ dạ em rất tiếc tổng đài chưa nhận được tín hiệu từ quý khách tổng đài xin phép được gác máy tr...,21.66
59,881897068939959.mp3,dạ mobiphone xin nghe em có thể giúp gì cho anh chị ạ dạ chị ơi dạ chị ơi chị à hồi nãy em có nhờ anh kia hỗ trợ tăng hạn mức hả dạ không alo em gửi tin nhắn được hông có được đó chị thì chị ấy ch...,139.38
60,881897068939960.mp3,dạ mobifone xin nghe em tên ngân em có thể giúp gì cho anh chị ạ ủa chị em em à hồi sáng á à hủy cái cái c một trăm hai mươi á mà sao giờ giờ giờ đăng ký lại đăng ký hổng được là sao chị dạ em rất...,154.74
61,881897068939961.mp3,dạ mobilephone xin nghe em tên thủy em xin phép được hỗ trợ cho anh chị ạ xổ số bốn g số điện thoại này nó còn dung lượng thôi mà sao nó lại nghĩ đâu số mấy chị đang gọi lên tổng đài xem số một bố...,89.1
62,881897068939962.mp3,a lô dạ a lô em chào anh ạ em gọi đến từ bộ phận chăm sóc khách hàng của mobifone ạ dạ để đồng hành cùng chương trình chuyển đổi số quốc gia cũng như hỗ trợ anh cập nhật lại thông tin chính xác th...,54.66
63,881897068939963.mp3,dạ mobifone xin nghe ạ em tên tâm không biết em có thể giúp gì được cho anh chị ạ em ơi cái số mà chị đang gọi lên á có đang đăng ký cái dịch vụ gì em hủy hết đi giùm chị nha dạ chị vui lòng cho e...,93.96
64,881897068939964.mp3,dạ mobifone xin nghe em tên là ngân xin phép được hỗ trợ anh chị ạ dạ a lô ạ,8.94
65,881897068939965.mp3,dạ mobifone xin nghe ạ em là khôi em có thể giúp được gì cho anh chị ạ dạ vâng ạ cái sim này kiểu số này là anh gọi cho em sao nó chỉ là số ba g không có sim em sim bốn g tức là anh đang gọi lên t...,83.34
66,881897068939966.mp3,dạ mobifone xin nghe em là hương em có thể giúp gì cho anh chị ạ mà chị chị ơi chị chị coi chị hủy cái đăng ký mà ba g ngày gìum em chị em chào anh ạ anh có thể cho em xin hỏi anh tên gì không ạ đ...,49.92
67,881897068939967.mp3,dạ mobifone nghe em tên nữ em có thể hỗ trợ được vấn đề gì cho anh chị ạ chào em gái em gái em cho anh hỏi cái thuê bao của anh á cái này mấy em cho biết là thuê bao của anh là số mấy vậy dạ số đa...,33.9
68,881897068939968.mp3,allo tổng đài mobifone xin nghe ạ allo tổng đài không nhận có nhận được quý khách tổng đài xin phép gác máy khi hỗ trợ thông tin khác vui lòng liên hệ tổng đài chào allo allo allo,25.92
69,881897068939969.mp3,dạ em cảm ơn anh phúc chờ máy ạ à thế ạ trên hệ thống thì em thấy là sim của anh phúc đang gọi thì không có cái chiều gửi tin nhắn đi vì đang bị mất cái chiều gửi tin nhắn đi rồi nên là bây giờ để...,46.56
70,881897068939970.mp3,dạ mobifone nghe em tên là khang có thể hỗ trợ gì cho anh chị alo kiểm tra cho cái số anh đang điện lên ý mà sao bao ba g anh hết trơn rồi mới đăng ký xong mới nạp tiền gia hạn bây giờ á mà sao bâ...,87.84
71,881897068939971.mp3,a lô dạ vâng em xin chào ạ em gọi đến cho mình từ tổng đài chăm sóc khách hàng của nhà mạng mobifone em tên uyên em gọi đến hôm nay thì cũng sẽ hỗ trợ chuẩn hóa thông tin thuê bao cho em xin số mì...,159.36
72,881897068939972.mp3,dạ mobifone xin nghe em tên là hà có thể hỗ trợ gì cho anh chị ạ à em ơi cái không một sáu bốn bây giờ đổi lại con số gì dạ vâng em chào chị ạ chị có thể cho em xin tên của chị để em sẽ tiện xưng ...,25.26
73,881897068939973.mp3,dạ mobifone xin nghe em tên thanh hoa có thể giúp được gì cho anh chị ừ em ơi em em reset lại cái data giùm anh cái số này cái dạ em có thể cho em biết tên anh để em tự xưng hô hơn được không ạ à ...,38.46
74,881897068939974.mp3,dạ tổng đài mobifone xin nghe em tên trân em có thể hỗ trợ được gì cho anh chị em em kiểm tra anh cái số anh đang gọi tổng đài có đăng ký gói mạng tháng không dạ anh muốn đăng ký gói cước truy cập...,89.76
75,881897068939975.mp3,cám ơn anh đợi máy ạ em thấy giờ cái số của mình đang gọi không có thuộc đối tượng gói cước chín mươi ngàn là chín mươi chín ngàn đây là có hai bốn giờ một ngày anh được năm ghi tốc độ cao sau đó ...,72.9
76,881897068939976.mp3,dạ mobifone xin nghe em tên huyền em có thể giúp gì cho anh em muốn đăng ký bốn g ạ dạ cho số chị đang gọi đúng không chị dạ dạ mình cho em xin tên để em tiện xưng hô được không ạ dạ em tên trang ...,81.72
77,881897068939977.mp3,dạ mobifone xin nghe em tên hùng em có thể giúp gì cho anh chị cho anh hỏi cái số này có đăng ký dịch vụ nào mà mỗi ngày nó trừ tiền anh có đăng ký cái dịch vụ nào mà kiểm tra giùm cái anh tên gì ...,65.88
78,881897068939978.mp3,dạ mobifone xin nghe em tên là mai em có thể giúp gì cho anh chị ạ à em ơi sáu bản nhạc chờ hủy bản nhạc chờ anh dùm anh nha anh mới chính là người anh yêu mạnh cái em dạ vâng số điện thoại anh đa...,61.98
79,881897068939979.mp3,dạ allo tổng đài mobifone xin nghe em tên nguyên xin phép hỗ trợ anh chị ạ allo có phải tổng đài mobifone không em dạ vâng đúng rồi anh allo anh đang gọi lên tổng đài mobifone đó anh dạ đúng rồi ủ...,121.86
